id_client;id_vehicle;id_year;id_claim;claim_nb;claim_amount
A00045170;V01;Year 0;CL01;1;amount= 870.44
A00006166;V01;Year 0;CL01;1;amount= 532.63
A00054626;V01;Year 0;CL02;1;amount= 428.91
A00001998;V01;Year 0;CL01;1;amount= 254.89
A00005806;V01;Year 0;CL01;1;amount= 904.34
A00055646;V01;Year 0;CL01;1;amount= 686.74
A00052286;V01;Year 0;CL01;1;amount= 0
A00012526;V01;Year 0;CL02;1;amount= 106.14
A00013000;V01;Year 0;CL02;1;amount= 0
A00008727;V01;Year 0;CL01;1;amount= -280.82
A00011356;V01;Year 0;CL01;1;amount= 196.8
A00024185;V01;Year 0;CL01;1;amount= 86.11
A00062817;V03;Year 0;CL01;1;amount= 681.1
A00059772;V01;Year 0;CL01;1;amount= 424.49
A00013697;V01;Year 0;CL01;1;amount= 251.51
A00018194;V01;Year 0;CL01;1;amount= 643.4
A00062516;V01;Year 0;CL01;1;amount= 60.63
A00000570;V01;Year 0;CL01;1;amount= 1240.89
A00035291;V01;Year 0;CL01;1;amount= -573.72
A00029882;V01;Year 0;CL01;1;amount= 741.11
A00031729;V01;Year 0;CL01;1;amount= 649.43
A00085864;V01;Year 0;CL01;1;amount= -712.07
A00066797;V01;Year 0;CL02;1;amount= 4016.8
A00031172;V01;Year 0;CL01;1;amount= 2735.96
A00013750;V01;Year 0;CL01;1;amount= 83.3
A00067724;V01;Year 0;CL01;1;amount= 1637.88
A00004171;V01;Year 0;CL01;1;amount= -16.23
A00065357;V01;Year 0;CL01;1;amount= 550.26
A00010071;V01;Year 0;CL01;1;amount= 300.66
A00061099;V01;Year 0;CL01;1;amount= 1010.41
A00016656;V01;Year 0;CL01;1;amount= 130.11
A00070041;V01;Year 0;CL01;1;amount= -251.68
A00059986;V01;Year 0;CL01;1;amount= 355.71
A00015152;V02;Year 0;CL01;1;amount= 106.14
A00034128;V01;Year 0;CL01;1;amount= 3238.09
A00085483;V01;Year 0;CL01;1;amount= 1236
A00075755;V01;Year 0;CL01;1;amount= 75.3
A00051713;V01;Year 0;CL01;1;amount= 291.96
A00053656;V01;Year 0;CL01;1;amount= 2105.54
A00090324;V01;Year 0;CL01;1;amount= 460.94
A00020954;V01;Year 0;CL01;1;amount= 969.44
A00038574;V01;Year 0;CL01;1;amount= 1107.81
A00046042;V01;Year 0;CL01;1;amount= 2659.34
A00061737;V01;Year 0;CL01;1;amount= 449.24
A00056544;V01;Year 0;CL01;1;amount= 1236
A00055515;V01;Year 0;CL01;1;amount= 817.46
A00028580;V01;Year 0;CL01;1;amount= -448.31
A00021489;V01;Year 0;CL01;1;amount= 1457.34
A00045774;V01;Year 0;CL01;1;amount= 574.07
A00021278;V01;Year 0;CL01;1;amount= -401.65
A00015176;V01;Year 0;CL01;1;amount= 220.34
A00043685;V02;Year 0;CL01;1;amount= 1012.39
A00055847;V01;Year 0;CL01;1;amount= 2133.58
A00043299;V02;Year 0;CL01;1;amount= 1240.89
A00009226;V01;Year 0;CL01;1;amount= 345.93
A00049360;V01;Year 0;CL01;1;amount= 361.76
A00017270;V01;Year 0;CL01;1;amount= 1236
A00053148;V01;Year 0;CL01;1;amount= 0
A00019173;V01;Year 0;CL01;1;amount= 120.79
A00074021;V01;Year 0;CL01;1;amount= 1180.48
A00035900;V01;Year 0;CL01;1;amount= 198.59
A00004455;V01;Year 0;CL01;1;amount= 98.07
A00018942;V01;Year 0;CL01;1;amount= -954.34
A00067818;V01;Year 0;CL01;1;amount= 1899.38
A00042558;V01;Year 0;CL01;1;amount= 610.46
A00082950;V02;Year 0;CL01;1;amount= 50
A00021970;V02;Year 0;CL02;1;amount= 995.25
A00066582;V02;Year 0;CL01;1;amount= 1010.41
A00008675;V01;Year 0;CL02;1;amount= 1128.27
A00042649;V01;Year 0;CL03;1;amount= 568.83
A00045756;V01;Year 0;CL01;1;amount= 286.5
A00073732;V01;Year 0;CL01;1;amount= 336.19
A00031721;V01;Year 0;CL01;1;amount= 827.89
A00001827;V01;Year 0;CL01;1;amount= 471.84
A00000756;V01;Year 0;CL01;1;amount= 965.14
A00014953;V01;Year 0;CL01;1;amount= 381.47
A00011440;V01;Year 0;CL01;1;amount= 533.93
A00003440;V01;Year 0;CL01;1;amount= -771.97
A00048118;V02;Year 0;CL01;1;amount= 285.3
A00029676;V01;Year 0;CL01;1;amount= 1010.41
A00055425;V01;Year 0;CL01;1;amount= 3320.38
A00003023;V01;Year 0;CL01;1;amount= 323.9
A00041135;V01;Year 0;CL01;1;amount= -701.64
A00051306;V01;Year 0;CL01;1;amount= 1010.41
A00075961;V02;Year 0;CL01;1;amount= 711.42
A00022380;V01;Year 0;CL01;1;amount= 1241.2
A00002585;V01;Year 0;CL01;1;amount= 661.98
A00059573;V01;Year 0;CL01;1;amount= 409.13
A00010271;V01;Year 0;CL01;1;amount= 456.86
A00064089;V01;Year 0;CL01;1;amount= 2722.11
A00080480;V01;Year 0;CL01;1;amount= 279.33
A00007372;V01;Year 0;CL01;1;amount= 0
A00003517;V02;Year 0;CL02;1;amount= -751.21
A00059562;V01;Year 0;CL01;1;amount= 360.85
A00044800;V01;Year 0;CL01;1;amount= 602.54
A00054824;V01;Year 0;CL01;1;amount= 1236
A00065649;V01;Year 0;CL01;1;amount= -615.21
A00074194;V02;Year 0;CL01;1;amount= 91.62
A00057584;V01;Year 0;CL01;1;amount= -776.88
A00071206;V01;Year 0;CL01;1;amount= 1236
A00082510;V01;Year 0;CL01;1;amount= -689.27
A00008319;V01;Year 0;CL03;1;amount= 1744.74
A00011439;V01;Year 0;CL01;1;amount= 1236
A00082370;V01;Year 0;CL01;1;amount= 2923.48
A00063462;V01;Year 0;CL01;1;amount= 407.08
A00023593;V01;Year 0;CL01;1;amount= 123.43
A00074937;V01;Year 0;CL01;1;amount= 290.28
A00015041;V01;Year 0;CL02;1;amount= -239.04
A00041925;V01;Year 0;CL01;1;amount= -703.98
A00074653;V01;Year 0;CL01;1;amount= 484.9
A00052657;V01;Year 0;CL01;1;amount= 2575.48
A00011028;V01;Year 0;CL01;1;amount= 2499.34
A00055541;V01;Year 0;CL02;1;amount= 149.87
A00050797;V01;Year 0;CL01;1;amount= 1149.88
A00038182;V01;Year 0;CL01;1;amount= 276.77
A00069561;V01;Year 0;CL01;1;amount= 117.9
A00063869;V01;Year 0;CL01;1;amount= 1263.51
A00066304;V01;Year 0;CL01;1;amount= 1010.41
A00051291;V01;Year 0;CL01;1;amount= 148.48
A00046360;V01;Year 0;CL01;1;amount= 125.37
A00042647;V01;Year 0;CL01;1;amount= 441.4
A00022332;V01;Year 0;CL01;1;amount= 783.76
A00057158;V01;Year 0;CL01;1;amount= 110.98
A00081926;V01;Year 0;CL01;1;amount= 134.75
A00072201;V01;Year 0;CL01;1;amount= -950.53
A00072672;V01;Year 0;CL01;1;amount= 130.11
A00048641;V01;Year 0;CL01;1;amount= 1236
A00026449;V01;Year 0;CL01;1;amount= 1103.7
A00010155;V01;Year 0;CL01;1;amount= 1257
A00088048;V01;Year 0;CL01;1;amount= 489.03
A00020130;V01;Year 0;CL01;1;amount= 1328.09
A00067779;V01;Year 0;CL01;1;amount= 666.19
A00021475;V01;Year 0;CL01;1;amount= 324.93
A00069590;V01;Year 0;CL01;1;amount= 491.56
A00083807;V01;Year 0;CL01;1;amount= 0
A00042671;V01;Year 0;CL01;1;amount= 1008.93
A00073686;V01;Year 0;CL01;1;amount= 0
A00059734;V01;Year 0;CL01;1;amount= 571.33
A00075209;V01;Year 0;CL01;1;amount= 0
A00074059;V02;Year 0;CL01;1;amount= 425.4
A00003705;V01;Year 0;CL01;1;amount= 883.06
A00062903;V01;Year 0;CL01;1;amount= 783.62
A00080333;V01;Year 0;CL02;1;amount= 127.88
A00025401;V01;Year 0;CL01;1;amount= -228.66
A00081327;V02;Year 0;CL01;1;amount= 520.03
A00077329;V02;Year 0;CL01;1;amount= 1010.41
A00013222;V01;Year 0;CL01;1;amount= 69.37
A00018626;V01;Year 0;CL01;1;amount= 4004.58
A00174879;V01;Year 0;CL01;1;amount= 888.22
A00034666;V01;Year 0;CL01;1;amount= 495.5
A00083852;V01;Year 0;CL02;1;amount= 2140.97
A00056551;V01;Year 0;CL01;1;amount= 931.12
A00084920;V01;Year 0;CL01;1;amount= 555.4
A00015703;V01;Year 0;CL01;1;amount= 2700.31
A00042236;V01;Year 0;CL01;1;amount= -506.43
A00060550;V01;Year 0;CL01;1;amount= 3997.3
A00000344;V01;Year 0;CL01;1;amount= 1855.11
A00000351;V01;Year 0;CL02;1;amount= 558.68
A00054235;V01;Year 0;CL02;1;amount= 2432.19
A00069283;V01;Year 0;CL01;1;amount= 259.41
A00068733;V01;Year 0;CL01;1;amount= 667.01
A00024199;V01;Year 0;CL02;1;amount= 0
A00019798;V01;Year 0;CL01;1;amount= 1236
A00089690;V01;Year 0;CL01;1;amount= -182.23
A00068893;V01;Year 0;CL01;1;amount= 1944.96
A00065369;V01;Year 0;CL01;1;amount= 325.18
A00059444;V02;Year 0;CL01;1;amount= 461.14
A00009496;V01;Year 0;CL01;1;amount= 392.58
A00079837;V02;Year 0;CL01;1;amount= 106.14
A00074001;V01;Year 0;CL01;1;amount= 0
A00058579;V01;Year 0;CL01;1;amount= 907.68
A00164308;V01;Year 0;CL01;1;amount= 2065.01
A00035761;V02;Year 0;CL01;1;amount= 504.1
A00005748;V01;Year 0;CL01;1;amount= 432.37
A00002234;V01;Year 0;CL01;1;amount= 202.45
A00084818;V01;Year 0;CL01;1;amount= 1077.98
A00026720;V01;Year 0;CL01;1;amount= 293.71
A00073550;V01;Year 0;CL01;1;amount= 75.88
A00017868;V01;Year 0;CL01;1;amount= 106.14
A00074817;V01;Year 0;CL01;1;amount= 1010.41
A00116584;V01;Year 0;CL01;1;amount= 641.3
A00047141;V01;Year 0;CL01;1;amount= 356.1
A00029553;V01;Year 0;CL01;1;amount= 1010.41
A00006065;V01;Year 0;CL01;1;amount= -66.54
A00082757;V01;Year 0;CL01;1;amount= 252.66
A00007052;V01;Year 0;CL01;1;amount= 618
A00041551;V01;Year 0;CL01;1;amount= -1018.39
A00048004;V01;Year 0;CL01;1;amount= 149.88
A00076343;V01;Year 0;CL01;1;amount= 2678.87
A00081189;V01;Year 0;CL02;1;amount= 691.88
A00069682;V01;Year 0;CL01;1;amount= -462.35
A00044031;V01;Year 0;CL01;1;amount= 3769.4
A00002742;V01;Year 0;CL01;1;amount= 512.91
A00027502;V01;Year 0;CL01;1;amount= 0
A00033039;V01;Year 0;CL01;1;amount= 363.17
A00020559;V01;Year 0;CL01;1;amount= 395.94
A00046307;V01;Year 0;CL01;1;amount= 343.8
A00044077;V01;Year 0;CL01;1;amount= 2137.23
A00085849;V01;Year 0;CL01;1;amount= 334.17
A00020087;V01;Year 0;CL01;1;amount= 1097.56
A00049406;V01;Year 0;CL01;1;amount= -90.93
A00033972;V01;Year 0;CL01;1;amount= 317.92
A00047613;V01;Year 0;CL01;1;amount= 106.14
A00084011;V01;Year 0;CL01;1;amount= 1292.78
A00076117;V01;Year 0;CL01;1;amount= 225.99
A00023347;V01;Year 0;CL02;1;amount= 733.42
A00001675;V01;Year 0;CL01;1;amount= 447.06
A00045097;V01;Year 0;CL01;1;amount= 93.38
A00040726;V01;Year 0;CL01;1;amount= 128.29
A00020577;V01;Year 0;CL01;1;amount= 789.99
A00016891;V01;Year 0;CL01;1;amount= 0
A00022100;V01;Year 0;CL01;1;amount= 852.21
A00083503;V01;Year 0;CL01;1;amount= 910.35
A00067802;V02;Year 0;CL01;1;amount= 598.89
A00086645;V01;Year 0;CL02;1;amount= 728.94
A00045459;V01;Year 0;CL01;1;amount= 394.31
A00014463;V01;Year 0;CL01;1;amount= -40.15
A00090995;V02;Year 0;CL01;1;amount= 874.13
A00027562;V01;Year 0;CL01;1;amount= 1236
A00156549;V01;Year 0;CL01;1;amount= 99.31
A00073676;V01;Year 0;CL01;1;amount= 691
A00078076;V01;Year 0;CL01;1;amount= 2400.69
A00041650;V01;Year 0;CL01;1;amount= 167.26
A00013812;V01;Year 0;CL01;1;amount= 871.94
A00035474;V01;Year 0;CL01;1;amount= 6593.15
A00035340;V01;Year 0;CL01;1;amount= 1813.04
A00012494;V01;Year 0;CL01;1;amount= 2683.76
A00086569;V01;Year 0;CL01;1;amount= -298.24
A00040169;V01;Year 0;CL01;1;amount= 2860.42
A00007527;V01;Year 0;CL01;1;amount= 1010.41
A00066138;V01;Year 0;CL01;1;amount= 2701.7
A00003707;V02;Year 0;CL01;1;amount= 305.41
A00021311;V01;Year 0;CL01;1;amount= 897.75
A00001435;V01;Year 0;CL01;1;amount= 0
A00042368;V01;Year 0;CL01;1;amount= 145.07
A00077526;V01;Year 0;CL01;1;amount= 571.18
A00005699;V01;Year 0;CL01;1;amount= 768.5
A00024426;V01;Year 0;CL01;1;amount= -634.5
A00080877;V01;Year 0;CL01;1;amount= 385.65
A00018012;V01;Year 0;CL01;1;amount= 643.16
A00002098;V01;Year 0;CL01;1;amount= 2044.71
A00055832;V01;Year 0;CL01;1;amount= 0
A00082576;V01;Year 0;CL02;1;amount= 226.78
A00009830;V01;Year 0;CL01;1;amount= 349.17
A00008920;V02;Year 0;CL01;1;amount= 106.14
A00084229;V01;Year 0;CL01;1;amount= 549.39
A00033965;V01;Year 0;CL01;1;amount= 182.29
A00056677;V01;Year 0;CL01;1;amount= 492.7
A00083292;V01;Year 0;CL01;1;amount= 159.78
A00007957;V01;Year 0;CL01;1;amount= 212.9
A00023701;V01;Year 0;CL01;1;amount= 496.58
A00047464;V01;Year 0;CL01;1;amount= -388.61
A00075436;V02;Year 0;CL01;1;amount= 1468.73
A00025489;V01;Year 0;CL01;1;amount= -512.56
A00008632;V01;Year 0;CL01;1;amount= 369.15
A00004689;V01;Year 0;CL01;1;amount= 504.04
A00086267;V01;Year 0;CL01;1;amount= 106.14
A00015907;V01;Year 0;CL01;1;amount= 102.86
A00054068;V01;Year 0;CL01;1;amount= -708.64
A00048987;V01;Year 0;CL01;1;amount= 128.13
A00026548;V01;Year 0;CL02;1;amount= 387.01
A00067789;V01;Year 0;CL01;1;amount= 249.83
A00060135;V01;Year 0;CL01;1;amount= 1716.15
A00077005;V01;Year 0;CL01;1;amount= 890.84
A00055474;V02;Year 0;CL01;1;amount= 836.81
A00015206;V01;Year 0;CL01;1;amount= 60.29
A00014333;V01;Year 0;CL01;1;amount= 1041.17
A00007186;V01;Year 0;CL01;1;amount= -223.15
A00025192;V01;Year 0;CL01;1;amount= 11906.24
A00007357;V01;Year 0;CL01;1;amount= -514.29
A00091339;V02;Year 0;CL01;1;amount= 976.59
A00042657;V01;Year 0;CL01;1;amount= 548.2
A00030597;V01;Year 0;CL01;1;amount= 583.66
A00029844;V01;Year 0;CL02;1;amount= 687.6
A00049594;V01;Year 0;CL01;1;amount= 4181.04
A00083876;V01;Year 0;CL01;1;amount= 638.3
A00062060;V01;Year 0;CL01;1;amount= 117.34
A00065996;V01;Year 0;CL01;1;amount= 44.67
A00087315;V01;Year 0;CL01;1;amount= -42.11
A00012096;V01;Year 0;CL01;1;amount= 543.73
A00054299;V01;Year 0;CL01;1;amount= 648.83
A00001319;V01;Year 0;CL01;1;amount= 297.47
A00067086;V02;Year 0;CL01;1;amount= 1752.42
A00065324;V01;Year 0;CL01;1;amount= 371.54
A00049582;V01;Year 0;CL01;1;amount= 1031.38
A00080168;V01;Year 0;CL02;1;amount= -295.91
A00045317;V01;Year 0;CL01;1;amount= 78.33
A00024034;V01;Year 0;CL01;1;amount= 1236
A00014156;V01;Year 0;CL01;1;amount= 562.07
A00014509;V01;Year 0;CL01;1;amount= 696.88
A00016466;V01;Year 0;CL01;1;amount= 352.22
A00068033;V01;Year 0;CL01;1;amount= 362.32
A00072428;V01;Year 0;CL01;1;amount= 126.97
A00069496;V01;Year 0;CL01;1;amount= 1480.33
A00057153;V01;Year 0;CL01;1;amount= -279.06
A00014064;V01;Year 0;CL02;1;amount= 444.07
A00017006;V01;Year 0;CL01;1;amount= -558.24
A00075233;V01;Year 0;CL01;1;amount= 453.53
A00004750;V01;Year 0;CL01;1;amount= 310.79
A00009759;V01;Year 0;CL01;1;amount= 1741.58
A00048436;V01;Year 0;CL01;1;amount= 0
A00068133;V01;Year 0;CL01;1;amount= 415.21
A00028925;V01;Year 0;CL01;1;amount= 2683.76
A00004177;V01;Year 0;CL01;1;amount= -229.36
A00074581;V01;Year 0;CL01;1;amount= 431.59
A00010678;V01;Year 0;CL02;1;amount= 108.7
A00082839;V01;Year 0;CL01;1;amount= 3844.89
A00040596;V01;Year 0;CL01;1;amount= 0
A00001939;V01;Year 0;CL01;1;amount= 618
A00030242;V01;Year 0;CL01;1;amount= -610.31
A00017081;V01;Year 0;CL01;1;amount= 75.88
A00057506;V01;Year 0;CL01;1;amount= 1236
A00033085;V01;Year 0;CL01;1;amount= 871.6
A00088853;V02;Year 0;CL01;1;amount= 254.51
A00081473;V01;Year 0;CL02;1;amount= 330.88
A00015472;V01;Year 0;CL01;1;amount= 1734.19
A00001819;V01;Year 0;CL01;1;amount= 131.91
A00089143;V01;Year 0;CL01;1;amount= 0
A00032787;V01;Year 0;CL01;1;amount= 406.6
A00031101;V01;Year 0;CL01;1;amount= 435.94
A00013607;V01;Year 0;CL01;1;amount= 350.88
A00028619;V01;Year 0;CL01;1;amount= 41.86
A00084002;V01;Year 0;CL01;1;amount= 56.19
A00086372;V01;Year 0;CL01;1;amount= 139.45
A00005669;V01;Year 0;CL02;1;amount= 174.59
A00055248;V01;Year 0;CL01;1;amount= 301.02
A00039076;V03;Year 0;CL01;1;amount= 386.65
A00041749;V01;Year 0;CL02;1;amount= 60.29
A00046567;V01;Year 0;CL01;1;amount= 607.38
A00076578;V01;Year 0;CL01;1;amount= 1236
A00085644;V01;Year 0;CL01;1;amount= 1059.88
A00080540;V01;Year 0;CL01;1;amount= 1236
A00060187;V01;Year 0;CL02;1;amount= 1001.26
A00035499;V02;Year 0;CL01;1;amount= 439
A00043504;V01;Year 0;CL01;1;amount= 1236
A00066399;V01;Year 0;CL01;1;amount= 359.57
A00066051;V01;Year 0;CL01;1;amount= 130.11
A00066209;V01;Year 0;CL01;1;amount= 329.07
A00086243;V02;Year 0;CL01;1;amount= 3347.14
A00004180;V01;Year 0;CL01;1;amount= 286.91
A00044439;V01;Year 0;CL02;1;amount= 107.39
A00068707;V01;Year 0;CL01;1;amount= 1236
A00107331;V01;Year 0;CL01;1;amount= -832.95
A00063054;V01;Year 0;CL01;1;amount= 2289.19
A00038576;V01;Year 0;CL01;1;amount= 6019.26
A00037893;V01;Year 0;CL01;1;amount= 4321.63
A00039999;V01;Year 0;CL01;1;amount= 1236
A00028547;V02;Year 0;CL01;1;amount= 430.41
A00018475;V01;Year 0;CL01;1;amount= 3240.53
A00024647;V01;Year 0;CL01;1;amount= 686.62
A00035670;V01;Year 0;CL01;1;amount= 979.89
A00030196;V01;Year 0;CL01;1;amount= 265.9
A00031676;V01;Year 0;CL02;1;amount= 1680.04
A00031638;V01;Year 0;CL01;1;amount= 572.01
A00089800;V01;Year 0;CL01;1;amount= 2683.76
A00071857;V01;Year 0;CL02;1;amount= 8162.35
A00021660;V01;Year 0;CL01;1;amount= 495.42
A00081357;V01;Year 0;CL02;1;amount= 106.14
A00055611;V01;Year 0;CL01;1;amount= 355.85
A00000297;V01;Year 0;CL01;1;amount= 189.87
A00022499;V01;Year 0;CL01;1;amount= 6304.41
A00039410;V01;Year 0;CL01;1;amount= 623.23
A00019901;V01;Year 0;CL02;1;amount= 75.35
A00077686;V01;Year 0;CL01;1;amount= 1236
A00072663;V01;Year 0;CL01;1;amount= 202.24
A00083615;V01;Year 0;CL01;1;amount= 411.5
A00045717;V01;Year 0;CL01;1;amount= 2097.52
A00080414;V01;Year 0;CL01;1;amount= 116.98
A00054494;V02;Year 0;CL01;1;amount= 1337.53
A00069990;V01;Year 0;CL01;1;amount= 0
A00040126;V01;Year 0;CL01;1;amount= 1010.41
A00004298;V01;Year 0;CL01;1;amount= 1236
A00007808;V01;Year 0;CL01;1;amount= 103.59
A00011442;V01;Year 0;CL01;1;amount= -507.61
A00053334;V01;Year 0;CL01;1;amount= 114.59
A00070881;V01;Year 0;CL01;1;amount= 500.35
A00049675;V01;Year 0;CL01;1;amount= 253.84
A00050689;V01;Year 0;CL01;1;amount= 593.07
A00055854;V01;Year 0;CL01;1;amount= -385.05
A00060397;V01;Year 0;CL01;1;amount= 110.03
A00003659;V01;Year 0;CL01;1;amount= 459.96
A00000942;V01;Year 0;CL01;1;amount= 917.3
A00003495;V01;Year 0;CL02;1;amount= 2500.19
A00176245;V01;Year 0;CL01;1;amount= 82.32
A00016553;V01;Year 0;CL01;1;amount= 703.64
A00034652;V01;Year 0;CL01;1;amount= 1083.23
A00059579;V01;Year 0;CL01;1;amount= -552.26
A00076631;V01;Year 0;CL01;1;amount= 431.13
A00054161;V01;Year 0;CL01;1;amount= 1828.76
A00064064;V01;Year 0;CL01;1;amount= 305.5
A00001209;V01;Year 0;CL01;1;amount= 155.55
A00003296;V01;Year 0;CL02;1;amount= 5486.36
A00038373;V01;Year 0;CL01;1;amount= 616.13
A00089547;V02;Year 0;CL01;1;amount= 986.77
A00028572;V02;Year 0;CL01;1;amount= 254.48
A00011857;V01;Year 0;CL02;1;amount= 0
A00025632;V01;Year 0;CL01;1;amount= 1236
A00011578;V01;Year 0;CL01;1;amount= 160.9
A00081185;V01;Year 0;CL01;1;amount= 684.85
A00087159;V01;Year 0;CL01;1;amount= 1542.68
A00050009;V01;Year 0;CL01;1;amount= 736.99
A00014347;V01;Year 0;CL01;1;amount= 880.17
A00059117;V01;Year 0;CL01;1;amount= 0
A00050778;V01;Year 0;CL01;1;amount= 329.76
A00029140;V01;Year 0;CL01;1;amount= 2143.9
A00063875;V01;Year 0;CL01;1;amount= 412.15
A00012014;V01;Year 0;CL02;1;amount= 126.94
A00020701;V01;Year 0;CL01;1;amount= 92.07
A00051665;V02;Year 0;CL01;1;amount= -850.02
A00082870;V01;Year 0;CL02;1;amount= 60.29
A00025929;V01;Year 0;CL01;1;amount= 565.61
A00003545;V01;Year 0;CL01;1;amount= 1851.42
A00059764;V01;Year 0;CL01;1;amount= 1071.56
A00068184;V01;Year 0;CL01;1;amount= 154.09
A00078827;V01;Year 0;CL01;1;amount= 444.12
A00056916;V01;Year 0;CL01;1;amount= 393.48
A00062097;V01;Year 0;CL01;1;amount= 726.22
A00120924;V01;Year 0;CL01;1;amount= 1236
A00045458;V01;Year 0;CL01;1;amount= 837.21
A00003156;V01;Year 0;CL01;1;amount= 1236
A00046505;V01;Year 0;CL01;1;amount= -847.94
A00086514;V01;Year 0;CL01;1;amount= 130.11
A00062579;V01;Year 0;CL01;1;amount= 1748.91
A00084260;V01;Year 0;CL01;1;amount= 426.89
A00008616;V01;Year 0;CL01;1;amount= 554.24
A00000923;V01;Year 0;CL01;1;amount= -170.13
A00070168;V01;Year 0;CL01;1;amount= 1236
A00140209;V01;Year 0;CL01;1;amount= 1236
A00056903;V01;Year 0;CL01;1;amount= 0
A00088374;V01;Year 0;CL01;1;amount= 165.87
A00050325;V01;Year 0;CL01;1;amount= 123.44
A00060648;V01;Year 0;CL02;1;amount= 527.7
A00069665;V01;Year 0;CL01;1;amount= 1639.24
A00045969;V01;Year 0;CL01;1;amount= 63.06
A00077441;V01;Year 0;CL01;1;amount= 106.14
A00037603;V01;Year 0;CL01;1;amount= 1236
A00022312;V01;Year 0;CL01;1;amount= 557.82
A00007527;V01;Year 0;CL02;1;amount= 2683.76
A00049039;V01;Year 0;CL01;1;amount= 0
A00069692;V01;Year 0;CL01;1;amount= 1236
A00057850;V01;Year 0;CL01;1;amount= 246.61
A00042233;V01;Year 0;CL01;1;amount= 156.57
A00064981;V01;Year 0;CL02;1;amount= 1593.65
A00034558;V01;Year 0;CL01;1;amount= 395.58
A00179911;V01;Year 0;CL01;1;amount= 106.14
A00068481;V01;Year 0;CL01;1;amount= 817.93
A00066742;V01;Year 0;CL01;1;amount= 2892.14
A00042774;V01;Year 0;CL01;1;amount= 387.52
A00020972;V01;Year 0;CL01;1;amount= 502.42
A00022050;V01;Year 0;CL03;1;amount= 732.96
A00052049;V01;Year 0;CL01;1;amount= -379.31
A00180641;V01;Year 0;CL01;1;amount= 259.97
A00070411;V01;Year 0;CL01;1;amount= 570.99
A00071104;V01;Year 0;CL01;1;amount= 1086.92
A00065139;V01;Year 0;CL01;1;amount= 520.47
A00084218;V01;Year 0;CL01;1;amount= 4695.41
A00041205;V01;Year 0;CL01;1;amount= 102.28
A00082271;V01;Year 0;CL01;1;amount= 454.47
A00024435;V01;Year 0;CL01;1;amount= 2467.22
A00017438;V02;Year 0;CL01;1;amount= 532.26
A00086831;V01;Year 0;CL01;1;amount= 106.14
A00051139;V02;Year 0;CL01;1;amount= -124.46
A00058240;V01;Year 0;CL01;1;amount= 1037.8
A00020624;V02;Year 0;CL01;1;amount= 344.87
A00059754;V01;Year 0;CL01;1;amount= 578.08
A00078672;V01;Year 0;CL01;1;amount= 956.8
A00027075;V02;Year 0;CL01;1;amount= 134.75
A00061953;V01;Year 0;CL01;1;amount= 90
A00006169;V01;Year 0;CL01;1;amount= 332.84
A00067041;V01;Year 0;CL01;1;amount= 1236
A00079650;V01;Year 0;CL01;1;amount= 622.57
A00045980;V01;Year 0;CL01;1;amount= 324.42
A00033202;V01;Year 0;CL01;1;amount= 630.53
A00055516;V01;Year 0;CL01;1;amount= 496.29
A00048039;V01;Year 0;CL01;1;amount= 281.22
A00031326;V01;Year 0;CL01;1;amount= 214.2
A00090229;V01;Year 0;CL01;1;amount= 1040.64
A00012518;V01;Year 0;CL01;1;amount= 453.26
A00069068;V01;Year 0;CL01;1;amount= 2303.8
A00081011;V01;Year 0;CL01;1;amount= 416.54
A00008111;V01;Year 0;CL01;1;amount= 125.05
A00024768;V01;Year 0;CL01;1;amount= 994.27
A00136636;V01;Year 0;CL02;1;amount= 2765.79
A00084260;V01;Year 0;CL03;1;amount= 110.98
A00015020;V01;Year 0;CL01;1;amount= 1236
A00068093;V02;Year 0;CL01;1;amount= 130.11
A00033489;V02;Year 0;CL01;1;amount= 0
A00041056;V01;Year 0;CL01;1;amount= 74.28
A00025246;V01;Year 0;CL02;1;amount= 340.7
A00073468;V01;Year 0;CL01;1;amount= 2929.99
A00045174;V01;Year 0;CL01;1;amount= 100.88
A00087013;V01;Year 0;CL01;1;amount= 484.33
A00030946;V01;Year 0;CL01;1;amount= 1184.42
A00059659;V01;Year 0;CL01;1;amount= 1236
A00047021;V01;Year 0;CL01;1;amount= 65.45
A00006890;V01;Year 0;CL02;1;amount= 516.31
A00058916;V01;Year 0;CL01;1;amount= 226.06
A00027547;V02;Year 0;CL02;1;amount= 394.87
A00076686;V01;Year 0;CL01;1;amount= 234.7
A00168987;V01;Year 0;CL01;1;amount= 4228.81
A00089820;V01;Year 0;CL01;1;amount= 433.79
A00039824;V02;Year 0;CL01;1;amount= 1236
A00034029;V01;Year 0;CL01;1;amount= 947.65
A00088000;V01;Year 0;CL01;1;amount= 331.65
A00027337;V03;Year 0;CL01;1;amount= 260.03
A00044782;V02;Year 0;CL02;1;amount= 192.86
A00042227;V01;Year 0;CL03;1;amount= 97.49
A00086263;V01;Year 0;CL02;1;amount= 3512.67
A00025487;V01;Year 0;CL01;1;amount= 1241.12
A00023786;V01;Year 0;CL01;1;amount= 2020.61
A00033283;V01;Year 0;CL02;1;amount= 208.26
A00040918;V01;Year 0;CL01;1;amount= -611.03
A00071514;V01;Year 0;CL01;1;amount= 1240.89
A00015071;V01;Year 0;CL01;1;amount= 859.96
A00021556;V01;Year 0;CL01;1;amount= 627.68
A00058824;V02;Year 0;CL01;1;amount= 2323.95
